Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Glossiphonia,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida,Glossiphonia,Glossiphonia
Glossiphonia complanata,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida,Glossiphonia,Glossiphonia
Glossiphonia elegans,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida,Glossiphonia,Glossiphonia
Glossiphoniidae,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida,Glossiphoniidae,Glossiphoniidae
Glossobius,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Glossosoma,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma (Anseriglossa),FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma alascense,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma intermedium,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma oregonense,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma penitum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma penitus,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma pyroxum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma traviatum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma velonum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosoma wenatchee,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Glossosomatidae,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI,Glossosomatidae,Glossosomatidae
Glossosomatinae,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI,Glossosomatidae,Glossosomatidae
Glossosomatini,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI,Glossosomatidae,Glossosomatidae
Glossosomatoidea,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI,Trichoptera,Trichoptera
Glutops,FALSE,,Glutops,Glutops,Glutops,Glutops,Glutops,Glutops
Glutops bandus,FALSE,,Glutops,Glutops,Glutops,Glutops,Glutops,Glutops
Gluvia,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Glyphopsyche,FALSE,"valid, rare- marshes and slow systems",DNI,Glyphopsyche,Glyphopsyche,DNI,Glyphopsyche,Glyphopsyche
Glyphopsyche irrorata,FALSE,"valid, rare- marshes and slow systems",DNI,Glyphopsyche,Glyphopsyche,DNI,Glyphopsyche,Glyphopsyche
Glyptotendipes,FALSE,,DNI,Glyptotendipes,Glyptotendipes,DNI,Glyptotendipes,Glyptotendipes
Gnorimosphaeroma,FALSE,,DNI,Gnorimosphaeroma,Gnorimosphaeroma,DNI,Gnorimosphaeroma,Gnorimosphaeroma
Gnorimosphaeroma oregonensis,FALSE,,DNI,Gnorimosphaeroma,Gnorimosphaeroma,DNI,Gnorimosphaeroma,Gnorimosphaeroma
Goera,FALSE,Single Species in Genus,Goera archaon,Goera archaon,Goera archaon,DNI,Goera archaon,Goera archaon
Goera archaon,FALSE,Single Species in Genus,Goera archaon,Goera archaon,Goera archaon,DNI,Goera archaon,Goera archaon
Goeracea,FALSE,,DNI,Goeracea,Goeracea,DNI,Goeracea,Goeracea
Goeracea genota,FALSE,,DNI,Goeracea,Goeracea,DNI,Goeracea,Goeracea
Goeracea oregona,FALSE,,DNI,Goeracea,Goeracea,DNI,Goeracea,Goeracea
Goereilla baumanni,FALSE,"rare taxon, Currently known from WA,MT, ID",DNI,Goereilla baumanni,Goereilla baumanni,DNI,Goereilla baumanni,Goereilla baumanni
Goeridae,FALSE,,DNI,Goeridae,Goeridae,DNI,Goeridae,Goeridae
Goerinae,FALSE,,DNI,Goeridae,Goeridae,DNI,Goeridae,Goeridae
Gomphidae,FALSE,,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Gomphurus,FALSE,,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Gomphurus/Phanogomphus,FALSE,,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Gomphus,FALSE,changed to family currently no Gomphus in NA,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Gonempeda,FALSE,"not a new Limoniid, but rarely Idd backing off to family",DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Gonidea,TRUE,was an Anodonta brackish or tidally influenced freshwater ,DNI,DNI,DNI,DNI,DNI,DNI
Gonidea angulata,TRUE,was an Anodonta brackish or tidally influenced freshwater ,DNI,DNI,DNI,DNI,DNI,DNI
Gonomyia,FALSE,,DNI,Gonomyia,Gonomyia,DNI,Gonomyia,Gonomyia
Gonomyia/Ellipteriodes/Idiocera,FALSE,,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Gonomyodes,FALSE,,DNI,Gonomyodes,Gonomyodes,DNI,Gonomyodes,Gonomyodes
Grammotaulius,FALSE,,DNI,Grammotaulius,Grammotaulius,DNI,Grammotaulius,Grammotaulius
Graphoderus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Graphoderus liberus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Graphoderus perplexus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Graptocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Grensia praeterita,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI,Limnephilidae,Limnephilidae
Guestphalinus,FALSE,,Lumbriculidae,Guestphalinus,Oligochaeta,Lumbriculidae,Oligochaeta,Oligochaeta
Gumaga,FALSE,,Gumaga,Gumaga,Gumaga,DNI,Gumaga,Gumaga
Guttipelopia,FALSE,,DNI,Guttipelopia,Guttipelopia,DNI,Guttipelopia,Guttipelopia
Gymnometriocnemus,FALSE,,DNI,Gymnometriocnemus,Gymnometriocnemus,DNI,Gymnometriocnemus,Gymnometriocnemus
Gymnopais/Twinnia,FALSE,,DNI,Simuliidae,Simuliidae,DNI,Simuliidae,Simuliidae
Gyraulus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Gyraulus deflectus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Gyraulus parvus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Gyrinidae,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus affinis,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus bifarius,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus consobrinus,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus maculiventris,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus picipes,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Gyrinus plicifer,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI,Gyrinidae,Gyrinidae
Haemonais,FALSE,,Naidinae,Haemonais,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Haemopis,FALSE,,Hirudinida,Haemopis,Haemopis,Hirudinida,Haemopis,Haemopis
Haemopis grandis,FALSE,,Hirudinida,Haemopis,Haemopis,Hirudinida,Haemopis,Haemopis
Halesochila taylori,FALSE,,DNI,Halesochila taylori,Halesochila taylori,DNI,Halesochila taylori,Halesochila taylori
Haliplidae,FALSE,,Haliplidae,Haliplidae,Haliplidae,Haliplidae,Haliplidae,Haliplidae
Haliplus,FALSE,,Haliplidae,Haliplus,Haliplus,Haliplidae,Haliplus,Haliplus
Hansonoperla,FALSE,,DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Haplolabis,TRUE,"No idea what this is, bad ID, bad name?",DNI,DNI,DNI,DNI,DNI,DNI
Haploperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Haploperla chilnualna,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Haplotaxida,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Haplotaxidae,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Haplotaxis,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Harnischia,FALSE,,DNI,Harnischia,Harnischia,DNI,Harnischia,Harnischia
Harpacticoida,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,DNI,DNI
Hayesomyia senata,FALSE,,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Heleniella,FALSE,,Heleniella,Heleniella,Heleniella,Heleniella,Heleniella,Heleniella
Helesius,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Helichus,FALSE,,DNI,Helichus,Helichus,DNI,Helichus,Helichus
Helicopsyche,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helicopsyche borealis,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helicopsychidae,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helisoma,FALSE,,DNI,Helisoma,Helisoma,DNI,Helisoma,Helisoma
Helisoma anceps,FALSE,,DNI,Helisoma,Helisoma,DNI,Helisoma,Helisoma
Helius,FALSE,,DNI,Helius,Helius,DNI,Helius,Helius
Helobdella,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida,Helobdella,Helobdella
Helobdella elongata,FALSE,best to leave at genus,Hirudinida,Helobdella,Helobdella,DNI,Helobdella,Helobdella
Helobdella papillata,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida,Helobdella,Helobdella
Helobdella stagnalis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida,Helobdella,Helobdella
Helobdella stagnalis complex,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida,Helobdella,Helobdella
Helobdella triserialis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida,Helobdella,Helobdella
Helochares,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae,Helochares,Helochares
Helochares normatus,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae,Helochares,Helochares
Helodon,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylum,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylum group,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylus complex,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon/Prosimulium,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Helophorus,FALSE,,DNI,Helophorus,Helophorus,DNI,Helophorus,Helophorus
Hemerobiidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Hemerodromia,FALSE,,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia
Hemerodromiinae,FALSE,,DNI,Empididae,Empididae,DNI,Empididae,Empididae
Hemerodromiini,FALSE,,DNI,Empididae,Empididae,DNI,Empididae,Empididae
Hemiptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Henlea,FALSE,,DNI,Henlea,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Heptagenia,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Heptagenia group,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Heptagenia/Ecdyonurus,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Heptagenia/Nixe,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Heptagenia/Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Heptageniidae,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Here,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Hesperoconopa,FALSE,,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa
Hesperocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Hesperocorixa laevigata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Hesperocorixa vulgaris,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Hesperoperla,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperoperla hoguei,TRUE,no known from OR/WA,DNI,DNI,DNI,DNI,DNI,DNI
Hesperoperla pacficia,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperoperla pacifica,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperophylax,FALSE,,DNI,Hesperophylax,Hesperophylax,DNI,Hesperophylax,Hesperophylax
Hetaerina,FALSE,,DNI,Hetaerina,Hetaerina,DNI,Hetaerina,Hetaerina
Heterelmis,FALSE,"This is a valid taxon, but way out of distribution dubious ID or typo?",DNI,Heterelmis,Heterelmis,DNI,Heterelmis,Heterelmis
Heterlimnius,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius corpulentus,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius divergens,FALSE,bad genus sp. combo,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius koebelei,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heteroceridae,TRUE,"mud loving beetles, riparian at best",DNI,DNI,DNI,DNI,DNI,DNI
Heterocloeon,FALSE,,DNI,Heterocloeon,Heterocloeon,DNI,Heterocloeon,Heterocloeon
Heteroplectron,FALSE,single regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Heteroplectron californicum,FALSE,sinlge regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Heteropora pacifica,TRUE,"Valid taxon, but typo to Hesperoperla pacifica??",DNI,DNI,DNI,DNI,DNI,DNI
Heteroptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Heterosternuta,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Heterosternuta,Heterosternuta,Hydroporinae,Heterosternuta,Heterosternuta
Heterotanytarsus,FALSE,,DNI,Heterotanytarsus,Heterotanytarsus,DNI,Heterotanytarsus,Heterotanytarsus
Heterotrissocladius,FALSE,,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Heterotrissocladius marcidus,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius Marcidus Gr.,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius marcidus group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius Marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius Subpilosus Gr.,FALSE,"dubious ID, known from Artic north and Arctic Europe only backing off to genus",Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Hexacola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Hexagenia,FALSE,,DNI,Hexagenia,Hexagenia,DNI,Hexagenia,Hexagenia
Hexagenia limbata,FALSE,,DNI,Hexagenia,Hexagenia,DNI,Hexagenia,Hexagenia
Hexatoma,FALSE,,Hexatoma,Hexatoma,Hexatoma,Hexatoma,Hexatoma,Hexatoma
Himalopsyche,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI,Himalopsyche,Himalopsyche
Himalopsyche phryganea,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI,Himalopsyche,Himalopsyche
Hirudinea,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Hirudinida,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Hirudinidae,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Holorusia,FALSE,,DNI,Holorusia,Holorusia,DNI,Holorusia,Holorusia
Holorusia hespera,FALSE,,DNI,Holorusia,Holorusia,DNI,Holorusia,Holorusia
Homophylax,FALSE,,DNI,Homophylax,Homophylax,DNI,Homophylax,Homophylax
Homoplectra,FALSE,,DNI,Homoplectra,Homoplectra,DNI,Homoplectra,Homoplectra
Hornectes quadrimaculatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hyalella,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella
Hyalella azteca,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella
Hyalellidae,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella,Hyalella
Hybomitra,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Hydaticus,FALSE,,DNI,Hydaticus,Hydaticus,DNI,Hydaticus,Hydaticus
Hydaticus auruspex,FALSE,,DNI,Hydaticus,Hydaticus,DNI,Hydaticus,Hydaticus
Hydatophylax,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI,Hydatophylax,Hydatophylax
Hydatophylax festivus,FALSE,was a Stenophylax but not in western NA,Hydatophylax,Hydatophylax,Hydatophylax,DNI,Hydatophylax,Hydatophylax
Hydatophylax hesperus,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI,Hydatophylax,Hydatophylax
Hydra,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Hydracarina,FALSE,,DNI,Acari,Acari,DNI,Acari,Acari
Hydrachna,FALSE,,DNI,Hydrachna,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Hydrachnidae,FALSE,,DNI,Hydrachnidae,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Hydraena,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydraenidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydreanidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydridae,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Hydrobaenus,FALSE,,Hydrobaenus,Hydrobaenus,Hydrobaenus,Hydrobaenus,Hydrobaenus,Hydrobaenus
Hydrobia,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobiidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobius,FALSE,,Hydrophilidae,Hydrobius,Hydrobius,Hydrophilidae,Hydrobius,Hydrobius
Hydrochus,FALSE,,Hydrophilidae,Hydrochus,Hydrochus,Hydrophilidae,Hydrochus,Hydrochus
Hydrodroma,FALSE,,DNI,Hydrodroma,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Hydroida,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Hydroperla,FALSE,,DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Hydrophilidae,FALSE,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae
Hydrophiloidea,FALSE,,DNI,Hydrophiloidea,Hydrophiloidea,DNI,Hydrophiloidea,Hydrophiloidea
Hydroporinae,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporini,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydropsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche (Hydropsyche),FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche californica,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche occidentalis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsychidae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI,Hydropsychidae,Hydropsychidae
Hydropsychinae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI,Hydropsychidae,Hydropsychidae
Hydropsychoidea,FALSE,TOO COARSE,DNI,Hydropsychoidea,Hydropsychoidea,DNI,Hydropsychoidea,Hydropsychoidea
Hydroptila,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila ajax,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila arctia,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila consimilis,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila lenora,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila rono,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila xera,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptilidae,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. AJF#01,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. AJF#02,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. RAI # 0001,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Hydrosmittia,FALSE,,DNI,Hydrosmittia,Hydrosmittia,DNI,Hydrosmittia,Hydrosmittia
