FinalID,NonTarget,Rank,FFG,FeedingGroupsCode,FeedGrpWt,HABIT,HABIT_MPCA,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,BenTaxaID,TSN,ParTSN
Optioservus,FALSE,Genus,SC,sc,,CN,clng,3.083559204,19.21764825,TRUE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,,213,114177,114093
Optioservus/Oulimnius,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus/Oulimnius,,,218,,
Orconectes,FALSE,Genus,CG,cg,,SP,spra,,20.85254566,FALSE,4,4,4,4,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,,,1391,97421,97336
Ordobrevia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Ordobrevia,,,161,114235,114093
Oreodytes,FALSE,Genus,SH,sh,PredP,SW,swim,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Oreodytes,,,182,112314,111963
Oreogeton,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Oreogetoninae,,Oreogeton,,,1491,136377,136361
Orimarga,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Orimarga,,,635,120019,119655
Ormosia,FALSE,Genus,CG,cg,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Ormosia,,,643,120830,120397
Orthemis,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Orthemis,,,952,101945,101797
Orthocladiinae,FALSE,Subfamily,CG,cg,,BU,burr,5,20,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,,,,452,128457,127917
Orthocladius,FALSE,Genus,CG,cg,,SP,spra,7.31303277,19.12754657,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,454,128874,128457
Orthopodomyia,FALSE,Genus,CF,cf,,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Orthopodomyia,,,601,126532,126233
Orthotrichia,FALSE,Genus,MH,hb,,CN,clng,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Orthotrichiini,Orthotrichia,,,1248,115828,115629
Ostrocerca,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Ostrocerca,,,986,102622,102517
Oulimnius,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Oulimnius,,,219,114244,114093
Oxycera,FALSE,Genus,SC,sc,,SP,spra,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Oxycerini,Oxycera,,,1744,130461,130408
Oxyethira,FALSE,Genus,CG,cg,,CB,clim,1.366841985,20.49596593,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Hydroptilini,Oxyethira,,,1269,115779,115629
Pachydiplax,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Pachydiplax,,,953,101798,101797
Pagastia,FALSE,Genus,CG,cg,,SP,spra,,14.0505176,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Pagastia,,,446,128401,128351
Pagastiella,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,,378,129561,129229
Palaeagapetus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Ptilocolepinae,,Palaeagapetus,,,1249,115849,115629
Palaemonetes,FALSE,Genus,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Palaemonidae,Palaemoninae,,Palaemonetes,,,1299,96383,96213
Palaemonidae,FALSE,Family,CG,cg,,SW,swim,,,FALSE,,,,,Arthropoda,,Crustacea,,Decapoda,,Palaemonidae,,,,,,1827,96213,96106
Palmacorixa,FALSE,Genus,PR,pr,Herb,SW,swim,9.476115938,22.66062944,FALSE,5,5,5,5,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Palmacorixa,,,839,103491,103364
Palpomyia,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Palpomyia,,,332,127859,127774
Paraboreochlus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Podonominae,Boreochlini,Paraboreochlus,,,544,127977,127953
Paracapnia,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Capniidae,Capniinae,,Paracapnia,,,977,102804,102788
Parachaetocladius,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parachaetocladius,,,514,128951,128457
Parachironomus,FALSE,Genus,PR,pr,,SP,spra,9.400899696,21.2624053,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,,380,129564,129229
Paracladius,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracladius,,,515,128956,128457
Paracladopelma,FALSE,Genus,CG,cg,,SP,spra,7.294107105,19.61233711,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,,381,129597,129229
Paracloeodes,FALSE,Genus,SC,sc,,SW,swim,,22.75164788,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Paracloeodes,,,774,100899,100755
Paracricotopus,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracricotopus,,,516,128962,128457
Paracymus,FALSE,Genus,PR,pr,PredP,CN,clng,,20.77838662,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Anacaenini,Paracymus,,,251,112909,112811
Paragnetina,FALSE,Genus,PR,pr,,CN,clng,3.291329912,19.56217195,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,Paragnetina,,,1028,102962,102914
Parakiefferiella,FALSE,Genus,CG,cg,,SP,spra,9.998702701,19.66107878,FALSE,4,5,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,,517,128968,128457
Paralauterborniella,FALSE,Genus,CG,cg,,BU,burr,,19.10154663,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,,382,129616,129229
Paraleptophlebia,FALSE,Genus,CG,cg,,SW,swim,3.798741177,19.7680193,FALSE,4,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Paraleptophlebia,,,730,101187,101095
Paraleuctra,FALSE,Genus,SH,sh,,SP,spra,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,Leuctrinae,,Paraleuctra,,,982,102887,102840
Paralimnophyes,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Paralimnophyes,,,461,128976,128457
Paramerina,FALSE,Genus,PR,pr,PredE,SP,spra,7.353307459,19.20985204,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Paramerina,,,582,128207,128078
Parametriocnemus,FALSE,Genus,CG,cg,,SP,spra,5.151355971,18.37586321,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parametriocnemus,,,519,128978,128457
Paranyctiophylax,FALSE,Genus,,,,,,,,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,,Polycentropodidae,Polycentropodinae,,Nyctiophylax,,,1836,568780,
Paraperla,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Paraperlinae,,Paraperla,,,995,103233,103202
Paraphaenocladius,FALSE,Genus,CG,cg,,SP,spra,,18.56926235,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paraphaenocladius,,,521,128989,128457
Paraponyx,FALSE,Genus,SH,sh,,CN,clng,1.537473559,20.51432467,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Parapoynx,,,879,117642,117641
Parapoynx,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Parapoynx,,,876,117714,117641
Parapsyche,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Parapsyche,,,1055,115556,568763
Parasimulium,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Parasimuliinae,,Parasimulium,,,625,126642,126641
Parasmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parasmittia,,,522,129003,128457
Paratanytarsus,FALSE,Genus,CG,cg,CollG,CN,clng,8.983144544,20.54766937,FALSE,4,4,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,,,430,129935,129872
Paratanytarsus/Rheotanytarsus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus/Rheotanytarsus,,,431,,
Paratendipes,FALSE,Genus,CG,cg,,BU,burr,8.474943263,20.02451738,FALSE,4,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paratendipes,,,385,129623,129229
Paratrichocladius,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paratrichocladius,,,523,129005,128457
Pedicia,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,,,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Pediciini,Pedicia,,,655,121118,121026
Pelocoris,FALSE,Genus,PR,pr,PredP,CB,clim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Naucoridae,Naucorinae,,Pelocoris,,,858,103665,103613
Peltodytes,FALSE,Genus,SH,sh,,CB,clim,8.023759846,21.09949731,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,Peltodytes,,,191,111923,111857
Peltoperla,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Peltoperlidae,Peltoperlinae,,Peltoperla,,,1002,102489,102488
Peltoperlidae,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Peltoperlidae,,,,,,1001,102488,102468
Pentaneura,FALSE,Genus,PR,pr,PredE,SP,spra,4.60951583,21.95729181,FALSE,2,2,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,,,583,128215,128078
Pentaneurini,FALSE,Tribe,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,,,,564,128078,127994
Pericoma,FALSE,Genus,CG,cg,,BU,burr,,19.25685856,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,Pericoma,,,612,125514,125391
Pericoma/Telmatoscopus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,Pericoma/Telmatoscopus,,,613,,
Pericomaini,FALSE,Tribe,CG,cg,,BU,burr,8.410169764,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,Pericomaini,,,,,,
Perithemis,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Perithemis,,,955,101803,101797
Perlesta,FALSE,Genus,PR,pr,,CN,clng,6.807480776,19.75944869,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Perlesta,,,1016,103251,103202
Perlidae,FALSE,Family,PR,pr,,CN,clng,2.881278642,20.08857866,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,,,,1023,102914,102912
Perlinella,FALSE,Genus,PR,pr,,CN,clng,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Perlinella,,,1019,103244,103202
Perlodidae,FALSE,Family,PR,pr,,CN,clng,2.682445349,18.75237845,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,,,,,,1032,102994,102912
Petrophila,FALSE,Genus,SC,sc,,CB,clim,,21.65716344,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Argyactini,Petrophila,,,878,117682,117641
Phaenopsectra,FALSE,Genus,SC,sc,,CN,clng,6.457500604,19.74481249,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,,,387,129637,129229
Phaenopsectra/Tribelos,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,,,391,,
Phanogomphus,FALSE,SubGenus,PR,pr,PredE,BU,burr,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Gomphus,,,1746,-8,
Phantolabis,FALSE,Genus,CG,cg,PredE,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,,,Phantolabis,,,,,
Philopotamidae,FALSE,Family,CF,cf,,CN,clng,,20.01259789,FALSE,3,,3,3,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamidae,,,,,,1115,115257,115095
Philopotamoidea,FALSE,Family,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Philopotamoidea,,,,,,1439,598159,115095
Phoridae,FALSE,Family,CG,cg,,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Phoridae,,,,,,607,138921,131750
Phryganea,FALSE,Genus,SH,sh,,CB,clim,,22.01721799,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Phryganea,,,1219,115892,115867
Phryganeidae,FALSE,Family,SH,sh,,CB,clim,3.927323815,19.98018089,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,,,,,,1215,115867,115095
Phylloicus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Phylloicus,,,1156,116540,116529
Phylocentropus,FALSE,Genus,CF,cf,,CN,clng,,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Dipseudopsidae,Hyalopsychinae,,Phylocentropus,,,1052,115361,115334
Physa,FALSE,Genus,SC,sc,,CB,clim,10,20.35404924,FALSE,5,5,5,5,Mollusca,,Gastropoda,,Basommatophora,,Physidae,,,Physa,,,1352,76677,76676
Physa/Physella,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Physidae,,,Physa/Physella,,,1543,,76677
Physella,FALSE,Genus,SC,sc,,CB,clim,8,,FALSE,5,5,5,5,Mollusca,,Gastropoda,,Basommatophora,,Physidae,Physinae,,Physella,,,1355,76698,76676
Physidae,FALSE,Family,SC,sc,,CB,clim,10,20.3540414,FALSE,5,5,5,5,Mollusca,,Gastropoda,,Basommatophora,,Physidae,,,,,,1350,76676,76437
Pilaria,FALSE,Genus,PR,pr,PredE,BU,burr,,17.90273903,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Pilaria,,,647,120335,120030
Piscicola,FALSE,Genus,PR,pr,,CB,clim,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Piscicolidae,Piscicolinae,,Piscicola,,,22,69304,568852
Piscicolidae,FALSE,Family,PR,pr,,CB,clim,,,FALSE,,,5,5,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Piscicolidae,,,,,,1828,69296,69295
Pisidiidae,FALSE,Family,CF,cf,,BU,burr,7.821884721,20.45610206,FALSE,4,4,4,4,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,,,,1749,81388,566875
Pisidium,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,4,4,4,4,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,Pisidiinae,,Pisidium,,,1324,81400,81388
Placobdella,FALSE,Genus,PR,pr,PredS,CB,clim,,,FALSE,,,,,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Glossiphoniinae,,Placobdella,,,19,69363,568849
Planorbella,FALSE,Genus,SC,sc,,CB,clim,10,20.84424472,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Planorbella,,,1364,76654,76591
Planorbidae,FALSE,Family,SC,sc,,CB,clim,8.169446723,20.32745724,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,,,,1357,76591,76437
Planorbula,FALSE,Genus,SC,sc,,CB,clim,,20.11768105,FALSE,4,4,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Planorbula,,,1754,76629,76591
Platambus,FALSE,Genus,PR,pr,PredP,SW,swim,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Platambus,,,1790,728241,728216
Plathemis,FALSE,Genus,PR,pr,PredE,SP,spra,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Plathemis,,,1755,101808,101797
Platycentropus,FALSE,Genus,SH,sh,,CB,clim,,,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilini,Platycentropus,,,1597,116407,568768
Platyhelminthes,FALSE,Phylum,,,,,,,,FALSE,,,,,Platyhelminthes,,,,,,,,,,,,,,
Platysmittia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Platysmittia,,,524,129013,128457
Plauditus,FALSE,Genus,CG,cg,,SW,swim,4.665665661,21.50061825,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Plauditus,,,775,568553,100755
Plecoptera,FALSE,Order,PR,pr,,CN,clng,,,FALSE,3,,3,3,Arthropoda,,Insecta,Pterygota,Plecoptera,,,,,,,,973,102467,563890
Pleidae,FALSE,Family,PR,pr,PredP,SW,swim,,21.82835284,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,,Pleidae,,,,,,1829,103602,103358
Pleurocera,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,4,4,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,Pleurocera,,,1376,71549,71541
Pleuroceridae,FALSE,Family,SC,sc,,CB,clim,,,FALSE,4,4,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Pleuroceridae,,,,,,1370,71541,566851
Polycentropodidae,FALSE,Family,CF,cf,,CN,clng,3.014784943,20.2980321,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,,,,,,1123,117043,115095
Polycentropus,FALSE,Genus,PR,pr,PredE,CN,clng,3.203935622,20.45223775,FALSE,3,3,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Polycentropus,,,1130,117044,117043
Polymitarcyidae,FALSE,Family,CG,cg,,BU,burr,,21.03350516,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Polymitarcyidae,,,,,,733,101569,101508
Polypedilum,FALSE,Genus,SH,sh,,CB,clim,8.568309565,20.77664042,FALSE,5,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Polypedilum,,,392,129657,129229
Pomacea,FALSE,Genus,,,,,,,,FALSE,,,,,Mollusca,,Gastropoda,Prosobranchia,Architaenioglossa,,Ampullariidae,,,Pomacea,,,1336,70342,70341
Pomatiopsis,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Mesogastropoda,,Pomatiopsidae,,,Pomatiopsis,,,1842,70736,
Pontomalota,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Staphylinidae,Aleocharinae,Athetini,Pontomalota,,,175,113282,113265
Postelichus,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Postelichus,,,129,193691,113999
Potamanthidae,FALSE,Family,CF,cf,,BU,burr,,22.2734439,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Potamanthidae,,,,,,1830,101509,697951
Potamilus,FALSE,Genus,CF,cf,,BU,burr,,,FALSE,,,,,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Potamilus,,,,,
Potamyia,FALSE,Genus,CF,cf,,CN,clng,,22.07043703,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Potamyia,,,1110,115551,115398
Potthastia,FALSE,Genus,CG,cg,,SP,spra,5.124303001,20.09046856,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia,,,447,128408,128351
Potthastia/Sympotthastia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Potthastia/Sympotthastia,,,450,,
Prionocera,FALSE,Genus,SH,sh,PredE,BU,burr,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Tipulinae,,Prionocera,,,1757,119008,118841
Probezzia,FALSE,Genus,PR,pr,PredE,BU,burr,,20.07314154,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Probezzia,,,336,127729,127683
Probythinella,FALSE,Genus,SC,sc,,CB,clim,,,FALSE,,,,,Mollusca,,Gastropoda,,Neotaenioglossa,,Hydrobiidae,,,Probythinella,,,1759,70505,70493
Procambarus,FALSE,Genus,CG,cg,,SP,spra,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Procambarus,,,1394,97490,97336
Procladius,FALSE,Genus,PR,pr,PredE,SP,spra,7.490861184,20.66481079,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Procladiini,Procladius,,,595,128277,128270
Procloeon,FALSE,Genus,CG,cg,,SW,swim,3.80187706,21.09061734,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Procloeon,,,778,206622,100755
Procloeon/Centroptilum,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Procloeon/Centroptilum,,,1791,,
Prodiamesa,FALSE,Genus,CG,cg,,SP,spra,,14.73989589,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Prodiamesinae,,Prodiamesa,,,548,128452,128437
Progomphus,FALSE,Genus,PR,pr,PredE,BU,burr,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Progomphus,,,941,101718,101664
Promenetus,FALSE,Genus,SC,sc,,CB,clim,,18.70303192,FALSE,4,4,,,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Promenetus,,,1365,76621,76591
Promoresia,FALSE,Genus,,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Promoresia,,,221,114229,114093
